"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","WHEAT - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT - ACRES PLANTED  -  <b>VALUE</b>","WHEAT - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>"
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","SPINK","115","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","112,900","","124,100","","5,201,000","","46.1","","0","","112,900","","124,100","","5,201,000","","46.1","","0","","82,900","","93,500","","3,521,000","","42.5","","82,900","","93,500","","3,521,000","","42.5","","","","","","","","","","","","","","","","","","30,000","","30,600","","1,680,000","","56","","0","","30,000","","30,600","","1,680,000","","56",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","WALWORTH","129","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","68,800","","71,200","","3,232,000","","47","","0","","68,800","","71,200","","3,232,000","","47","","0","","60,600","","63,000","","2,741,000","","45.2","","60,600","","63,000","","2,741,000","","45.2","","","","","","","","","","","","","","","","","","8,200","","8,200","","491,000","","59.9","","0","","8,200","","8,200","","491,000","","59.9",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CLARK","025","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","50,100","","51,100","","2,547,000","","50.8","","0","","50,100","","51,100","","2,547,000","","50.8","","0","","36,600","","37,100","","1,797,000","","49.1","","36,600","","37,100","","1,797,000","","49.1","","","","","","","","","","","","","","","","","","13,500","","14,000","","750,000","","55.6","","0","","13,500","","14,000","","750,000","","55.6",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CODINGTON","029","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","45,700","","46,200","","2,395,000","","52.4","","0","","45,700","","46,200","","2,395,000","","52.4","","0","","36,300","","36,600","","1,888,000","","52","","36,300","","36,600","","1,888,000","","52","","","","","","","","","","","","","","","","","","9,400","","9,600","","507,000","","53.9","","0","","9,400","","9,600","","507,000","","53.9",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DAY","037","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","63,800","","64,200","","3,102,000","","48.6","","0","","63,800","","64,200","","3,102,000","","48.6","","0","","58,800","","59,000","","2,846,000","","48.4","","58,800","","59,000","","2,846,000","","48.4","","","","","","","","","","","","","","","","","","5,000","","5,200","","256,000","","51.2","","0","","5,000","","5,200","","256,000","","51.2",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DEUEL","039","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","22,300","","22,800","","1,227,000","","55","","0","","22,300","","22,800","","1,227,000","","55","","0","","13,600","","13,700","","736,000","","54.1","","13,600","","13,700","","736,000","","54.1","","","","","","","","","","","","","","","","","","8,700","","9,100","","491,000","","56.4","","0","","8,700","","9,100","","491,000","","56.4",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","GRANT","051","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","39,100","","39,500","","1,987,000","","50.8","","0","","39,100","","39,500","","1,987,000","","50.8","","0","","29,300","","29,500","","1,399,000","","47.7","","29,300","","29,500","","1,399,000","","47.7","","","","","","","","","","","","","","","","","","9,800","","10,000","","588,000","","60","","0","","9,800","","10,000","","588,000","","60",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","HAMLIN","057","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","18,900","","19,100","","1,079,000","","57.1","","0","","18,900","","19,100","","1,079,000","","57.1","","0","","7,500","","7,600","","389,000","","51.9","","7,500","","7,600","","389,000","","51.9","","","","","","","","","","","","","","","","","","11,400","","11,500","","690,000","","60.5","","0","","11,400","","11,500","","690,000","","60.5",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","MARSHALL","091","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","12,400","","13,500","","507,000","","40.9","","12,400","","13,500","","507,000","","40.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","ROBERTS","109","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","45,500","","47,000","","1,908,000","","41.9","","45,500","","47,000","","1,908,000","","41.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","BUTTE","019","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","13,500","","14,200","","424,000","","31.4","","0","","13,500","","14,200","","424,000","","31.4","","0","","2,900","","3,300","","64,000","","22.1","","2,900","","3,300","","64,000","","22.1","","","","","","","","","","","","","","","","","","10,600","","10,900","","360,000","","34","","0","","10,600","","10,900","","360,000","","34",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","CORSON","031","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","88,500","","93,100","","2,520,000","","28.5","","88,500","","93,100","","2,520,000","","28.5","","","","","","","","","","","","","","","","","","10,600","","10,700","","500,000","","47.2","","0","","10,600","","10,700","","500,000","","47.2",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","DEWEY","041","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","45,800","","50,200","","1,535,000","","33.5","","0","","45,800","","50,200","","1,535,000","","33.5","","0","","22,600","","22,900","","745,000","","33","","22,600","","22,900","","745,000","","33","","","","","","","","","","","","","","","","","","23,200","","27,300","","790,000","","34.1","","0","","23,200","","27,300","","790,000","","34.1",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","HARDING","063","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","33,500","","36,100","","740,000","","22.1","","0","","33,500","","36,100","","740,000","","22.1","","0","","23,600","","23,800","","393,000","","16.7","","23,600","","23,800","","393,000","","16.7","","2,700","","3,100","","67,000","","24.8","","2,700","","3,100","","67,000","","24.8","","7,200","","9,200","","280,000","","38.9","","0","","7,200","","9,200","","280,000","","38.9",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","PERKINS","105","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","66,000","","70,300","","1,332,000","","20.2","","66,000","","70,300","","1,332,000","","20.2","","","","","","","","","","","","","","","","","","27,100","","33,500","","830,000","","30.6","","0","","27,100","","33,500","","830,000","","30.6",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","ZIEBACH","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","54,700","","64,000","","1,663,000","","30.4","","0","","54,700","","64,000","","1,663,000","","30.4","","0","","9,400","","10,600","","218,000","","23.2","","9,400","","10,600","","218,000","","23.2","","","","","","","","","","","","","","","","","","45,300","","53,400","","1,445,000","","31.9","","0","","45,300","","53,400","","1,445,000","","31.9",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","GREGORY","053","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","31,100","","33,100","","1,282,000","","41.2","","0","","31,100","","33,100","","1,282,000","","41.2","","0","","5,600","","6,000","","195,000","","34.8","","5,600","","6,000","","195,000","","34.8","","","","","","","","","","","","","","","","","","25,500","","27,100","","1,087,000","","42.6","","0","","25,500","","27,100","","1,087,000","","42.6",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","JONES","075","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","57,900","","60,500","","2,136,000","","36.9","","0","","57,900","","60,500","","2,136,000","","36.9","","0","","9,300","","9,400","","266,000","","28.6","","9,300","","9,400","","266,000","","28.6","","","","","","","","","","","","","","","","","","48,600","","51,100","","1,870,000","","38.5","","0","","48,600","","51,100","","1,870,000","","38.5",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","LYMAN","085","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","128,300","","131,000","","5,380,000","","41.9","","0","","128,300","","131,000","","5,380,000","","41.9","","0","","13,800","","14,000","","517,000","","37.5","","13,800","","14,000","","517,000","","37.5","","","","","","","","","","","","","","","","","","114,500","","117,000","","4,863,000","","42.5","","0","","114,500","","117,000","","4,863,000","","42.5",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","MELLETTE","095","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","25,200","","26,100","","850,000","","33.7","","0","","25,200","","26,100","","850,000","","33.7","","0","","2,400","","2,400","","50,000","","20.8","","2,400","","2,400","","50,000","","20.8","","","","","","","","","","","","","","","","","","22,800","","23,700","","800,000","","35.1","","0","","22,800","","23,700","","800,000","","35.1",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","TODD","121","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","8,000","","8,300","","254,000","","31.8","","0","","8,000","","8,300","","254,000","","31.8","","0","","1,700","","1,700","","34,000","","20","","1,700","","1,700","","34,000","","20","","","","","","","","","","","","","","","","","","6,300","","6,600","","220,000","","34.9","","0","","6,300","","6,600","","220,000","","34.9",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","TRIPP","123","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","87,500","","89,000","","3,494,000","","39.9","","0","","87,500","","89,000","","3,494,000","","39.9","","0","","15,200","","15,500","","454,000","","29.9","","15,200","","15,500","","454,000","","29.9","","","","","","","","","","","","","","","","","","72,300","","73,500","","3,040,000","","42","","0","","72,300","","73,500","","3,040,000","","42",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","BON HOMME","009","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","21,100","","21,400","","1,015,000","","48.1","","0","","21,100","","21,400","","1,015,000","","48.1","","0","","600","","600","","15,000","","25","","600","","600","","15,000","","25","","","","","","","","","","","","","","","","","","20,500","","20,800","","1,000,000","","48.8","","0","","20,500","","20,800","","1,000,000","","48.8",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","CHARLES MIX","023","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","101,400","","102,600","","5,339,000","","52.7","","0","","101,400","","102,600","","5,339,000","","52.7","","0","","4,600","","4,600","","223,000","","48.5","","4,600","","4,600","","223,000","","48.5","","","","","","","","","","","","","","","","","","96,800","","98,000","","5,116,000","","52.9","","0","","96,800","","98,000","","5,116,000","","52.9",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","CLAY","027","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3,800","","3,800","","215,000","","56.6","","0","","3,800","","3,800","","215,000","","56.6",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","DOUGLAS","043","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41,700","","42,000","","2,447,000","","58.7","","0","","41,700","","42,000","","2,447,000","","58.7",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","HUTCHINSON","067","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41,200","","43,600","","2,080,000","","50.5","","0","","41,200","","43,600","","2,080,000","","50.5",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","TURNER","125","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13,600","","13,600","","680,000","","50","","0","","13,600","","13,600","","680,000","","50",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","YANKTON","135","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8,700","","10,500","","410,000","","47.1","","0","","8,700","","10,500","","410,000","","47.1",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","BENNETT","007","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","61,800","","68,900","","1,767,000","","28.6","","0","","61,800","","68,900","","1,767,000","","28.6","","0","","6,900","","7,700","","120,000","","17.4","","6,900","","7,700","","120,000","","17.4","","","","","","","","","","","","","","","","","","54,900","","61,200","","1,647,000","","30","","0","","54,900","","61,200","","1,647,000","","30",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","FALL RIVER","047","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","7,800","","9,800","","211,000","","27.1","","0","","7,800","","9,800","","211,000","","27.1","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","OGLALA LAKOTA","102","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22,300","","25,000","","500,000","","22.4","","0","","22,300","","25,000","","500,000","","22.4",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","HAAKON","055","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","140,500","","156,500","","4,668,000","","33.2","","0","","140,500","","156,500","","4,668,000","","33.2","","0","","17,100","","25,500","","315,000","","18.4","","17,100","","25,500","","315,000","","18.4","","","","","","","","","","","","","","","","","","123,400","","131,000","","4,353,000","","35.3","","0","","123,400","","131,000","","4,353,000","","35.3",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","JACKSON","071","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","3,600","","4,600","","67,000","","18.6","","3,600","","4,600","","67,000","","18.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","LAWRENCE","081","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","500","","800","","15,000","","30","","0","","500","","800","","15,000","","30","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","MEADE","093","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","57,500","","65,800","","1,534,000","","26.7","","0","","57,500","","65,800","","1,534,000","","26.7","","0","","15,700","","16,400","","304,000","","19.4","","15,700","","16,400","","304,000","","19.4","","","","","","","","","","","","","","","","","","41,800","","49,400","","1,230,000","","29.4","","0","","41,800","","49,400","","1,230,000","","29.4",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","PENNINGTON","103","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55,100","","62,300","","1,515,000","","27.5","","0","","55,100","","62,300","","1,515,000","","27.5",""
"SURVEY","2007","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","STANLEY","117","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","124,900","","140,200","","4,165,000","","33.3","","0","","124,900","","140,200","","4,165,000","","33.3","","0","","35,100","","35,200","","904,000","","25.8","","35,100","","35,200","","904,000","","25.8","","","","","","","","","","","","","","","","","","89,800","","105,000","","3,261,000","","36.3","","0","","89,800","","105,000","","3,261,000","","36.3",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","AURORA","003","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","26,900","","27,700","","1,210,000","","45","","","","26,900","","27,700","","1,210,000","","45","","","","2,900","","3,000","","98,000","","33.8","","2,900","","3,000","","98,000","","33.8","","","","","","","","","","","","","","","","","","24,000","","24,700","","1,112,000","","46.3","","","","24,000","","24,700","","1,112,000","","46.3",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","BEADLE","005","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","62,500","","65,700","","2,970,000","","47.5","","","","62,500","","65,700","","2,970,000","","47.5","","","","43,500","","45,900","","1,943,000","","44.7","","43,500","","45,900","","1,943,000","","44.7","","","","","","","","","","","","","","","","","","19,000","","19,800","","1,027,000","","54.1","","","","19,000","","19,800","","1,027,000","","54.1",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","BRULE","015","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","43,600","","53,000","","1,440,000","","33","","","","43,600","","53,000","","1,440,000","","33","","","","8,500","","9,500","","196,000","","23.1","","8,500","","9,500","","196,000","","23.1","","","","","","","","","","","","","","","","","","35,100","","43,500","","1,244,000","","35.4","","","","35,100","","43,500","","1,244,000","","35.4",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","BUFFALO","017","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","7,900","","14,700","","198,000","","25.1","","","","7,900","","14,700","","198,000","","25.1","","","","3,900","","6,700","","44,000","","11.3","","3,900","","6,700","","44,000","","11.3","","","","","","","","","","","","","","","","","","4,000","","8,000","","154,000","","38.5","","","","4,000","","8,000","","154,000","","38.5",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","HAND","059","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","122,600","","139,300","","3,961,000","","32.3","","","","122,600","","139,300","","3,961,000","","32.3","","","","74,900","","83,600","","1,912,000","","25.5","","74,900","","83,600","","1,912,000","","25.5","","","","","","","","","","","","","","","","","","47,700","","55,700","","2,049,000","","43","","","","47,700","","55,700","","2,049,000","","43",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","HUGHES","065","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","72,500","","105,500","","1,368,000","","18.9","","","","72,500","","105,500","","1,368,000","","18.9","","","","35,000","","48,500","","583,000","","16.7","","35,000","","48,500","","583,000","","16.7","","","","","","","","","","","","","","","","","","37,500","","57,000","","785,000","","20.9","","","","37,500","","57,000","","785,000","","20.9",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","HYDE","069","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","78,300","","90,200","","2,109,000","","26.9","","","","78,300","","90,200","","2,109,000","","26.9","","","","39,500","","44,200","","878,000","","22.2","","39,500","","44,200","","878,000","","22.2","","","","","","","","","","","","","","","","","","38,800","","46,000","","1,231,000","","31.7","","","","38,800","","46,000","","1,231,000","","31.7",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","JERAULD","073","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","27,800","","31,800","","945,000","","34","","","","27,800","","31,800","","945,000","","34","","","","10,400","","12,000","","277,000","","26.6","","10,400","","12,000","","277,000","","26.6","","","","","","","","","","","","","","","","","","17,400","","19,800","","668,000","","38.4","","","","17,400","","19,800","","668,000","","38.4",""
"SURVEY","2006","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","SULLY","119","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","150,900","","238,100","","3,040,000","","20.1","","","","150,900","","238,100","","3,040,000","","20.1","","","","76,400","","117,600","","1,178,000","","15.4","","76,400","","117,600","","1,178,000","","15.4","","","","","","","","","","","","","","","","","","74,500","","120,500","","1,862,000","","25","","","","74,500","","120,500","","1,862,000","","25",""
